Row_ID,Order_ID,Request_Date,Completion_Date,Customer ID,Customer_Name
1124,US-2015-147627,20/01/2015,26/01/2015,HL-15040,Hunter Lopez
1125,US-2015-147627,20/01/2015,26/01/2015,HL-15040,Hunter Lopez
1126,US-2015-147627,20/01/2015,26/01/2015,HL-15040,Hunter Lopez
1127,US-2015-147627,20/01/2015,26/01/2015,HL-15040,Hunter Lopez
1128,CA-2016-105970,2/3/2016,7/3/2016,PA-19060,Pete Armstrong
1129,CA-2016-105970,2/3/2016,7/3/2016,PA-19060,Pete Armstrong
1130,CA-2017-112102,12/4/2017,16/04/2017,BD-11605,Brian Dahlen
1131,CA-2017-112102,12/4/2017,16/04/2017,BD-11605,Brian Dahlen
1132,CA-2017-112102,12/4/2017,16/04/2017,BD-11605,Brian Dahlen
1133,US-2017-114776,6/12/2017,7/12/2017,GG-14650,Greg Guthrie
1134,US-2017-134908,5/6/2017,9/6/2017,JS-15940,Joni Sundaresam
1135,US-2017-134908,5/6/2017,9/6/2017,JS-15940,Joni Sundaresam
1136,US-2017-148803,11/12/2017,11/12/2017,LR-16915,Lena Radford
1137,CA-2017-152170,12/11/2017,15/11/2017,FH-14275,Frank Hawley
1138,CA-2017-152170,12/11/2017,15/11/2017,FH-14275,Frank Hawley
1139,CA-2017-152170,12/11/2017,15/11/2017,FH-14275,Frank Hawley
1140,CA-2017-152170,12/11/2017,15/11/2017,FH-14275,Frank Hawley
1141,CA-2017-152170,12/11/2017,15/11/2017,FH-14275,Frank Hawley
1142,CA-2015-146969,29/09/2015,3/10/2015,AP-10915,Arthur Prichep
1143,CA-2015-146969,29/09/2015,3/10/2015,AP-10915,Arthur Prichep
1144,CA-2015-146969,29/09/2015,3/10/2015,AP-10915,Arthur Prichep
1145,CA-2015-146969,29/09/2015,3/10/2015,AP-10915,Arthur Prichep
1146,CA-2015-146969,29/09/2015,3/10/2015,AP-10915,Arthur Prichep
1147,CA-2016-112452,4/4/2016,4/4/2016,NC-18340,Nat Carroll
1148,CA-2016-112452,4/4/2016,4/4/2016,NC-18340,Nat Carroll
1149,CA-2016-112452,4/4/2016,4/4/2016,NC-18340,Nat Carroll
1150,CA-2016-112452,4/4/2016,4/4/2016,NC-18340,Nat Carroll
1151,CA-2016-112452,4/4/2016,4/4/2016,NC-18340,Nat Carroll
1152,CA-2016-113971,8/5/2016,14/05/2016,CB-12535,Claudia Bergmann
1153,CA-2017-160395,31/12/2017,6/1/2018,KL-16555,Kelly Lampkin
1154,CA-2017-160395,31/12/2017,6/1/2018,KL-16555,Kelly Lampkin
1155,CA-2015-136567,20/12/2015,21/12/2015,PS-19045,Penelope Sewall
1156,CA-2015-136567,20/12/2015,21/12/2015,PS-19045,Penelope Sewall
1157,CA-2015-136567,20/12/2015,21/12/2015,PS-19045,Penelope Sewall
1158,CA-2015-136567,20/12/2015,21/12/2015,PS-19045,Penelope Sewall
1159,CA-2017-149314,2/7/2017,7/7/2017,GB-14530,George Bell
1160,CA-2018-147039,29/06/2018,4/7/2018,AA-10315,Alex Avila
1161,CA-2018-147039,29/06/2018,4/7/2018,AA-10315,Alex Avila
1162,CA-2015-126522,1/9/2015,5/9/2015,LT-16765,Larry Tron
1163,CA-2015-127964,3/3/2015,8/3/2015,AP-10720,Anne Pryor
1164,CA-2015-127964,3/3/2015,8/3/2015,AP-10720,Anne Pryor
1165,CA-2015-127964,3/3/2015,8/3/2015,AP-10720,Anne Pryor
1166,CA-2015-117709,4/5/2015,8/5/2015,PM-18940,Paul MacIntyre
1167,CA-2016-125416,2/11/2016,2/11/2016,KC-16540,Kelly Collister
1168,CA-2018-145226,8/12/2018,10/12/2018,DL-13315,Delfina Latchford
1169,CA-2018-145226,8/12/2018,10/12/2018,DL-13315,Delfina Latchford
1170,CA-2018-145226,8/12/2018,10/12/2018,DL-13315,Delfina Latchford
1171,CA-2018-145226,8/12/2018,10/12/2018,DL-13315,Delfina Latchford
1172,US-2015-100279,10/3/2015,14/03/2015,SW-20275,Scott Williamson
1173,CA-2015-158064,21/04/2015,25/04/2015,AA-10375,Allen Armold
1174,US-2016-104430,22/10/2016,26/10/2016,LT-17110,Liz Thompson
1175,CA-2016-132080,22/08/2016,25/08/2016,DP-13105,Dave Poirier
1176,CA-2017-161207,29/08/2017,3/9/2017,AB-10060,Adam Bellavance
1177,CA-2015-120243,27/12/2015,30/12/2015,AT-10435,Alyssa Tate
1178,CA-2017-113621,1/12/2017,5/12/2017,JE-15745,Joel Eaton
1179,CA-2017-113621,1/12/2017,5/12/2017,JE-15745,Joel Eaton
1180,CA-2017-168081,24/04/2017,27/04/2017,CA-12055,Cathy Armstrong
1181,CA-2015-128146,21/06/2015,25/06/2015,DB-13060,Dave Brooks
1182,CA-2015-128146,21/06/2015,25/06/2015,DB-13060,Dave Brooks
1183,CA-2018-138779,14/01/2018,15/01/2018,RB-19570,Rob Beeghly
1184,CA-2018-138779,14/01/2018,15/01/2018,RB-19570,Rob Beeghly
1185,CA-2015-127131,24/11/2015,30/11/2015,HR-14830,Harold Ryan
1186,CA-2015-127131,24/11/2015,30/11/2015,HR-14830,Harold Ryan
1187,CA-2015-127131,24/11/2015,30/11/2015,HR-14830,Harold Ryan
1188,CA-2015-127131,24/11/2015,30/11/2015,HR-14830,Harold Ryan
1189,CA-2018-117212,26/02/2018,28/02/2018,BT-11530,Bradley Talbott
1190,CA-2018-117212,26/02/2018,28/02/2018,BT-11530,Bradley Talbott
1191,CA-2018-117212,26/02/2018,28/02/2018,BT-11530,Bradley Talbott
1192,CA-2018-117212,26/02/2018,28/02/2018,BT-11530,Bradley Talbott
1193,CA-2018-117212,26/02/2018,28/02/2018,BT-11530,Bradley Talbott
1194,US-2016-130519,15/09/2016,15/09/2016,NG-18355,Nat Gilpin
1195,US-2016-130519,15/09/2016,15/09/2016,NG-18355,Nat Gilpin
1196,US-2016-130519,15/09/2016,15/09/2016,NG-18355,Nat Gilpin
1197,US-2016-130519,15/09/2016,15/09/2016,NG-18355,Nat Gilpin
1198,CA-2017-130946,8/4/2017,12/4/2017,ZC-21910,Zuschuss Carroll
1199,CA-2017-130946,8/4/2017,12/4/2017,ZC-21910,Zuschuss Carroll
1200,CA-2017-130946,8/4/2017,12/4/2017,ZC-21910,Zuschuss Carroll
1201,CA-2017-114727,18/07/2017,24/07/2017,LS-16945,Linda Southworth
1202,CA-2017-114727,18/07/2017,24/07/2017,LS-16945,Linda Southworth
1203,CA-2017-114727,18/07/2017,24/07/2017,LS-16945,Linda Southworth
1204,CA-2017-114727,18/07/2017,24/07/2017,LS-16945,Linda Southworth
1205,CA-2017-114727,18/07/2017,24/07/2017,LS-16945,Linda Southworth
1206,CA-2018-133235,1/8/2018,4/8/2018,LH-16750,Larry Hughes
1207,CA-2017-137050,14/07/2017,18/07/2017,SW-20755,Steven Ward
1208,CA-2017-137050,14/07/2017,18/07/2017,SW-20755,Steven Ward
1209,CA-2017-137050,14/07/2017,18/07/2017,SW-20755,Steven Ward
1210,CA-2017-137050,14/07/2017,18/07/2017,SW-20755,Steven Ward
1211,CA-2017-137050,14/07/2017,18/07/2017,SW-20755,Steven Ward
1212,CA-2017-137050,14/07/2017,18/07/2017,SW-20755,Steven Ward
1213,US-2018-118087,9/9/2018,13/09/2018,SP-20620,Stefania Perrino
1214,US-2018-118087,9/9/2018,13/09/2018,SP-20620,Stefania Perrino
1215,US-2018-118087,9/9/2018,13/09/2018,SP-20620,Stefania Perrino
1216,US-2018-118087,9/9/2018,13/09/2018,SP-20620,Stefania Perrino
1217,US-2018-118087,9/9/2018,13/09/2018,SP-20620,Stefania Perrino
1218,US-2018-118087,9/9/2018,13/09/2018,SP-20620,Stefania Perrino
1219,US-2018-118087,9/9/2018,13/09/2018,SP-20620,Stefania Perrino
1220,US-2018-118087,9/9/2018,13/09/2018,SP-20620,Stefania Perrino
1221,CA-2015-110184,12/7/2015,16/07/2015,BF-11170,Ben Ferrer
1222,CA-2015-110184,12/7/2015,16/07/2015,BF-11170,Ben Ferrer
1223,CA-2017-126004,4/12/2017,5/12/2017,BM-11140,Becky Martin
1224,CA-2017-126004,4/12/2017,5/12/2017,BM-11140,Becky Martin
1225,CA-2017-126004,4/12/2017,5/12/2017,BM-11140,Becky Martin
1226,CA-2017-126004,4/12/2017,5/12/2017,BM-11140,Becky Martin
1227,CA-2017-126004,4/12/2017,5/12/2017,BM-11140,Becky Martin
1228,CA-2017-126004,4/12/2017,5/12/2017,BM-11140,Becky Martin
1229,CA-2018-100013,6/11/2018,11/11/2018,ZC-21910,Zuschuss Carroll
1230,CA-2018-100013,6/11/2018,11/11/2018,ZC-21910,Zuschuss Carroll
1231,CA-2018-100013,6/11/2018,11/11/2018,ZC-21910,Zuschuss Carroll
1232,CA-2016-132570,31/10/2016,2/11/2016,KT-16480,Kean Thornton
1233,CA-2016-132570,31/10/2016,2/11/2016,KT-16480,Kean Thornton
1234,CA-2017-153682,30/05/2017,1/6/2017,BG-11695,Brooke Gillingham
1235,CA-2017-144344,28/10/2017,28/10/2017,PG-18820,Patrick Gardner
1236,CA-2017-144344,28/10/2017,28/10/2017,PG-18820,Patrick Gardner
1237,CA-2017-144344,28/10/2017,28/10/2017,PG-18820,Patrick Gardner
1238,CA-2017-144344,28/10/2017,28/10/2017,PG-18820,Patrick Gardner
1239,CA-2015-127012,11/8/2015,15/08/2015,GM-14680,Greg Matthias
1240,CA-2015-127012,11/8/2015,15/08/2015,GM-14680,Greg Matthias
1241,CA-2015-127012,11/8/2015,15/08/2015,GM-14680,Greg Matthias
1242,CA-2017-128727,29/08/2017,4/9/2017,MO-17800,Meg O'Connel
1243,US-2017-162859,15/02/2017,22/02/2017,PG-18820,Patrick Gardner
1244,US-2017-162859,15/02/2017,22/02/2017,PG-18820,Patrick Gardner
1245,CA-2018-133641,14/05/2018,21/05/2018,EJ-14155,Eva Jacobs
1246,CA-2015-168494,12/12/2015,14/12/2015,NP-18700,Nora Preis
1247,CA-2015-168494,12/12/2015,14/12/2015,NP-18700,Nora Preis
1248,CA-2015-168494,12/12/2015,14/12/2015,NP-18700,Nora Preis
1249,CA-2018-115602,18/12/2018,24/12/2018,DJ-13630,Doug Jacobs
1250,CA-2018-115602,18/12/2018,24/12/2018,DJ-13630,Doug Jacobs
1251,CA-2018-115602,18/12/2018,24/12/2018,DJ-13630,Doug Jacobs
1252,CA-2018-115602,18/12/2018,24/12/2018,DJ-13630,Doug Jacobs
1253,CA-2016-154956,4/7/2016,9/7/2016,IM-15070,Irene Maddox
1254,CA-2018-144638,10/3/2018,14/03/2018,MH-18115,Mick Hernandez
1255,CA-2018-144638,10/3/2018,14/03/2018,MH-18115,Mick Hernandez
1256,CA-2018-144638,10/3/2018,14/03/2018,MH-18115,Mick Hernandez
1257,CA-2018-144638,10/3/2018,14/03/2018,MH-18115,Mick Hernandez
1258,US-2017-168620,24/12/2017,28/12/2017,RB-19795,Ross Baird
1259,US-2017-168620,24/12/2017,28/12/2017,RB-19795,Ross Baird
1260,US-2017-168620,24/12/2017,28/12/2017,RB-19795,Ross Baird
1261,CA-2018-117079,23/10/2018,27/10/2018,JR-15700,Jocasta Rupert
1262,US-2017-144393,28/10/2017,4/11/2017,SM-20950,Suzanne McNair
1263,CA-2018-105053,7/7/2018,9/7/2018,CS-12355,Christine Sundaresam
1264,CA-2017-155992,1/10/2017,2/10/2017,CC-12220,Chris Cortes
1265,CA-2017-155992,1/10/2017,2/10/2017,CC-12220,Chris Cortes
1266,CA-2018-110380,2/9/2018,7/9/2018,PF-19225,Phillip Flathmann
1267,US-2015-167738,24/12/2015,29/12/2015,JC-16105,Julie Creighton
1268,US-2015-167738,24/12/2015,29/12/2015,JC-16105,Julie Creighton
1269,CA-2018-121412,23/09/2018,27/09/2018,BG-11695,Brooke Gillingham
1270,CA-2018-100426,4/6/2018,8/6/2018,DC-12850,Dan Campbell
1271,US-2017-103646,21/04/2017,26/04/2017,SP-20545,Sibella Parks
1272,US-2017-103646,21/04/2017,26/04/2017,SP-20545,Sibella Parks
1273,US-2017-103646,21/04/2017,26/04/2017,SP-20545,Sibella Parks
1274,CA-2017-119186,26/05/2017,26/05/2017,MS-17710,Maurice Satty
1275,CA-2017-119186,26/05/2017,26/05/2017,MS-17710,Maurice Satty
1276,CA-2017-119186,26/05/2017,26/05/2017,MS-17710,Maurice Satty
1277,CA-2017-119186,26/05/2017,26/05/2017,MS-17710,Maurice Satty
1278,CA-2017-148698,2/5/2017,7/5/2017,BD-11770,Bryan Davis
1279,CA-2015-163293,8/9/2015,11/9/2015,KC-16255,Karen Carlisle
1280,CA-2015-163293,8/9/2015,11/9/2015,KC-16255,Karen Carlisle
1281,CA-2017-160815,5/9/2017,6/9/2017,TR-21325,Toby Ritter
1282,CA-2018-122154,9/4/2018,11/4/2018,SA-20830,Sue Ann Reed
1283,CA-2018-122154,9/4/2018,11/4/2018,SA-20830,Sue Ann Reed
1284,CA-2018-122154,9/4/2018,11/4/2018,SA-20830,Sue Ann Reed
1285,US-2016-149692,6/12/2016,12/12/2016,KW-16435,Katrina Willman
1286,CA-2017-119445,26/06/2017,3/7/2017,GM-14500,Gene McClure
1287,CA-2016-124268,4/7/2016,8/7/2016,AD-10180,Alan Dominguez
1288,CA-2017-154711,22/11/2017,26/11/2017,TB-21355,Todd Boyes
1289,CA-2017-154711,22/11/2017,26/11/2017,TB-21355,Todd Boyes
1290,CA-2017-154711,22/11/2017,26/11/2017,TB-21355,Todd Boyes
1291,CA-2017-163384,10/11/2017,12/11/2017,CC-12430,Chuck Clark
1292,CA-2017-163384,10/11/2017,12/11/2017,CC-12430,Chuck Clark
1293,CA-2016-101707,27/08/2016,1/9/2016,PF-19165,Philip Fox
1294,CA-2016-101707,27/08/2016,1/9/2016,PF-19165,Philip Fox
1295,CA-2016-101707,27/08/2016,1/9/2016,PF-19165,Philip Fox
1296,CA-2016-138898,25/05/2016,29/05/2016,JH-16180,Justin Hirsh
1297,CA-2018-115427,30/12/2018,3/1/2019,EB-13975,Erica Bern
1298,CA-2018-115427,30/12/2018,3/1/2019,EB-13975,Erica Bern
1299,CA-2017-134425,8/12/2017,12/12/2017,QJ-19255,Quincy Jones
1300,CA-2016-121391,4/10/2016,7/10/2016,AA-10315,Alex Avila
1301,CA-2017-137043,23/12/2017,25/12/2017,LC-17140,Logan Currie
1302,CA-2017-137043,23/12/2017,25/12/2017,LC-17140,Logan Currie
1303,CA-2016-115847,19/09/2016,24/09/2016,TC-21535,Tracy Collins
1304,US-2018-126179,3/7/2018,7/7/2018,CS-12460,Chuck Sachs
1305,US-2018-126179,3/7/2018,7/7/2018,CS-12460,Chuck Sachs
1306,CA-2017-101966,14/07/2017,16/07/2017,BM-11785,Bryan Mills
1307,CA-2017-141397,20/06/2017,21/06/2017,RC-19825,Roy Collins
1308,CA-2017-141397,20/06/2017,21/06/2017,RC-19825,Roy Collins
1309,CA-2017-141397,20/06/2017,21/06/2017,RC-19825,Roy Collins
1310,CA-2017-141397,20/06/2017,21/06/2017,RC-19825,Roy Collins
1311,CA-2017-141397,20/06/2017,21/06/2017,RC-19825,Roy Collins
1312,CA-2017-141082,9/12/2017,13/12/2017,FM-14380,Fred McMath
1313,CA-2017-141082,9/12/2017,13/12/2017,FM-14380,Fred McMath
1314,US-2017-134488,24/09/2017,1/10/2017,PK-19075,Pete Kriz
1315,CA-2017-145919,18/12/2017,23/12/2017,HG-14965,Henry Goldwyn
1316,CA-2017-145919,18/12/2017,23/12/2017,HG-14965,Henry Goldwyn
1317,CA-2017-145919,18/12/2017,23/12/2017,HG-14965,Henry Goldwyn
1318,CA-2018-157651,10/12/2018,14/12/2018,HA-14920,Helen Andreada
1319,CA-2015-160773,1/7/2015,5/7/2015,LW-16825,Laurel Workman
1320,CA-2015-160773,1/7/2015,5/7/2015,LW-16825,Laurel Workman
1321,CA-2018-167703,3/2/2018,8/2/2018,MC-17575,Matt Collins
1322,CA-2018-167703,3/2/2018,8/2/2018,MC-17575,Matt Collins
1323,CA-2018-121804,3/3/2018,8/3/2018,LP-17095,Liz Preis
1324,CA-2018-162635,9/10/2018,10/10/2018,EB-14170,Evan Bailliet
1325,CA-2015-107153,28/09/2015,3/10/2015,GZ-14545,George Zrebassa
1326,US-2015-117058,27/05/2015,30/05/2015,LE-16810,Laurel Elliston
1327,CA-2016-120439,14/06/2016,18/06/2016,AD-10180,Alan Dominguez
1328,CA-2017-128258,30/03/2017,1/4/2017,CP-12085,Cathy Prescott
1329,CA-2018-106033,15/10/2018,18/10/2018,FG-14260,Frank Gastineau
1330,CA-2017-142762,23/05/2017,27/05/2017,LD-17005,Lisa DeCherney
1331,CA-2018-127705,2/6/2018,6/6/2018,AB-10255,Alejandro Ballentine
1332,CA-2018-127705,2/6/2018,6/6/2018,AB-10255,Alejandro Ballentine
1333,CA-2015-122567,16/02/2015,21/02/2015,MN-17935,Michael Nguyen
1334,CA-2015-122567,16/02/2015,21/02/2015,MN-17935,Michael Nguyen
1335,CA-2015-121664,6/5/2015,10/5/2015,HP-14815,Harold Pawlan
1336,CA-2017-122133,16/05/2017,23/05/2017,JR-15670,Jim Radford
1337,US-2018-123281,2/4/2018,7/4/2018,JF-15190,Jamie Frazer
1338,CA-2018-100524,31/03/2018,2/4/2018,CM-12115,Chad McGuire
1339,CA-2018-100524,31/03/2018,2/4/2018,CM-12115,Chad McGuire
1340,CA-2018-100524,31/03/2018,2/4/2018,CM-12115,Chad McGuire
1341,CA-2018-113481,2/1/2018,4/1/2018,AS-10045,Aaron Smayling
1342,CA-2018-113481,2/1/2018,4/1/2018,AS-10045,Aaron Smayling
1343,CA-2018-113481,2/1/2018,4/1/2018,AS-10045,Aaron Smayling
1344,CA-2016-131758,28/05/2016,1/6/2016,KB-16315,Karl Braun
1345,CA-2016-131758,28/05/2016,1/6/2016,KB-16315,Karl Braun
1346,CA-2015-118339,17/03/2015,24/03/2015,BN-11515,Bradley Nguyen
1347,CA-2015-118339,17/03/2015,24/03/2015,BN-11515,Bradley Nguyen
1348,CA-2015-118339,17/03/2015,24/03/2015,BN-11515,Bradley Nguyen
1349,CA-2015-118339,17/03/2015,24/03/2015,BN-11515,Bradley Nguyen
1350,CA-2015-118339,17/03/2015,24/03/2015,BN-11515,Bradley Nguyen
1351,CA-2015-153976,3/10/2015,8/10/2015,BP-11290,Beth Paige
1352,CA-2017-162901,28/03/2017,31/03/2017,AS-10045,Aaron Smayling
1353,CA-2018-162978,4/5/2018,9/5/2018,LW-16990,Lindsay Williams
1354,CA-2018-162978,4/5/2018,9/5/2018,LW-16990,Lindsay Williams
1355,CA-2018-162978,4/5/2018,9/5/2018,LW-16990,Lindsay Williams
1356,US-2015-160444,5/7/2015,5/7/2015,DC-12850,Dan Campbell
1357,US-2015-160444,5/7/2015,5/7/2015,DC-12850,Dan Campbell
1358,CA-2017-145247,5/5/2017,7/5/2017,ND-18370,Natalie DeCherney
1359,CA-2018-160045,26/04/2018,27/04/2018,LB-16735,Larry Blacks
1360,US-2015-151925,26/09/2015,1/10/2015,KT-16465,Kean Takahito
1361,CA-2018-125199,19/10/2018,25/10/2018,HM-14860,Harry Marie
1362,CA-2018-125199,19/10/2018,25/10/2018,HM-14860,Harry Marie
1363,CA-2018-125199,19/10/2018,25/10/2018,HM-14860,Harry Marie
1364,US-2018-155425,10/11/2018,11/11/2018,AB-10600,Ann Blume
1365,US-2018-155425,10/11/2018,11/11/2018,AB-10600,Ann Blume
1366,US-2018-155425,10/11/2018,11/11/2018,AB-10600,Ann Blume
1367,US-2018-155425,10/11/2018,11/11/2018,AB-10600,Ann Blume
1368,US-2018-155425,10/11/2018,11/11/2018,AB-10600,Ann Blume
1369,CA-2018-133249,8/7/2018,11/7/2018,SZ-20035,Sam Zeldin
1370,US-2016-103471,24/12/2016,28/12/2016,JR-15670,Jim Radford
1371,US-2016-103471,24/12/2016,28/12/2016,JR-15670,Jim Radford
1372,CA-2018-136672,7/3/2018,12/3/2018,MG-17890,Michael Granlund
1373,US-2015-157021,1/4/2015,6/4/2015,KM-16720,Kunst Miller
1374,US-2015-157021,1/4/2015,6/4/2015,KM-16720,Kunst Miller
1375,CA-2016-120362,14/09/2016,19/09/2016,CA-12265,Christina Anderson
1376,CA-2015-126361,4/8/2015,9/8/2015,VD-21670,Valerie Dominguez
1377,CA-2015-126361,4/8/2015,9/8/2015,VD-21670,Valerie Dominguez
1378,CA-2015-126361,4/8/2015,9/8/2015,VD-21670,Valerie Dominguez
1379,CA-2015-126361,4/8/2015,9/8/2015,VD-21670,Valerie Dominguez
1380,CA-2015-126361,4/8/2015,9/8/2015,VD-21670,Valerie Dominguez
1381,CA-2015-126361,4/8/2015,9/8/2015,VD-21670,Valerie Dominguez
1382,US-2017-100566,3/9/2017,9/9/2017,JK-16120,Julie Kriz
1383,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1384,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1385,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1386,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1387,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1388,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1389,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1390,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1391,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1392,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1393,US-2017-108504,5/2/2017,5/2/2017,PP-18955,Paul Prost
1394,CA-2018-124828,3/7/2018,4/7/2018,YS-21880,Yana Sorensen
1395,US-2018-117247,9/10/2018,14/10/2018,CK-12760,Cyma Kinney
1396,US-2018-117247,9/10/2018,14/10/2018,CK-12760,Cyma Kinney
1397,CA-2017-124485,24/11/2017,26/11/2017,NC-18340,Nat Carroll
1398,CA-2017-124485,24/11/2017,26/11/2017,NC-18340,Nat Carroll
1399,CA-2017-124485,24/11/2017,26/11/2017,NC-18340,Nat Carroll
1400,CA-2017-124485,24/11/2017,26/11/2017,NC-18340,Nat Carroll
1401,CA-2017-159212,1/11/2017,5/11/2017,KM-16375,Katherine Murray
1402,CA-2017-159212,1/11/2017,5/11/2017,KM-16375,Katherine Murray
1403,US-2017-161396,19/04/2017,25/04/2017,GM-14455,Gary Mitchum
1404,US-2017-161396,19/04/2017,25/04/2017,GM-14455,Gary Mitchum
1405,US-2015-118486,6/4/2015,8/4/2015,SD-20485,Shirley Daniels
1406,US-2015-118486,6/4/2015,8/4/2015,SD-20485,Shirley Daniels
1407,US-2015-118486,6/4/2015,8/4/2015,SD-20485,Shirley Daniels
1408,CA-2017-130407,2/9/2017,6/9/2017,KD-16270,Karen Daniels
1409,CA-2017-130407,2/9/2017,6/9/2017,KD-16270,Karen Daniels
1410,US-2017-122245,25/09/2017,30/09/2017,AB-10105,Adrian Barton
1411,CA-2018-105144,4/11/2018,11/11/2018,SZ-20035,Sam Zeldin
1412,CA-2017-136329,9/7/2017,13/07/2017,JD-15895,Jonathan Doherty
1413,CA-2017-136329,9/7/2017,13/07/2017,JD-15895,Jonathan Doherty
1414,CA-2015-146640,30/06/2015,5/7/2015,HA-14905,Helen Abelman
1415,CA-2018-115994,28/01/2018,31/01/2018,BT-11305,Beth Thompson
1416,CA-2018-115994,28/01/2018,31/01/2018,BT-11305,Beth Thompson
1417,CA-2016-126697,21/09/2016,24/09/2016,SV-20815,Stuart Van
1418,CA-2016-126697,21/09/2016,24/09/2016,SV-20815,Stuart Van
1419,CA-2016-126697,21/09/2016,24/09/2016,SV-20815,Stuart Van
1420,CA-2016-124800,26/09/2016,30/09/2016,RW-19540,Rick Wilson
1421,CA-2016-124800,26/09/2016,30/09/2016,RW-19540,Rick Wilson
1422,CA-2016-124800,26/09/2016,30/09/2016,RW-19540,Rick Wilson
1423,CA-2016-124800,26/09/2016,30/09/2016,RW-19540,Rick Wilson
1424,CA-2016-124800,26/09/2016,30/09/2016,RW-19540,Rick Wilson
1425,CA-2016-124800,26/09/2016,30/09/2016,RW-19540,Rick Wilson
1426,CA-2016-124800,26/09/2016,30/09/2016,RW-19540,Rick Wilson
1427,US-2016-164448,31/10/2016,4/11/2016,DK-12835,Damala Kotsonis
1428,US-2016-164448,31/10/2016,4/11/2016,DK-12835,Damala Kotsonis
1429,US-2016-164448,31/10/2016,4/11/2016,DK-12835,Damala Kotsonis
1430,US-2016-164448,31/10/2016,4/11/2016,DK-12835,Damala Kotsonis
1431,CA-2018-122700,26/11/2018,30/11/2018,LT-17110,Liz Thompson
1432,CA-2015-120768,19/12/2015,21/12/2015,IM-15070,Irene Maddox
1433,CA-2015-120768,19/12/2015,21/12/2015,IM-15070,Irene Maddox
1434,CA-2015-120768,19/12/2015,21/12/2015,IM-15070,Irene Maddox
1435,US-2017-153129,26/12/2017,30/12/2017,FP-14320,Frank Preis
1436,CA-2018-106852,20/06/2018,27/06/2018,ST-20530,Shui Tom
1437,CA-2018-106852,20/06/2018,27/06/2018,ST-20530,Shui Tom
1438,CA-2016-139731,15/10/2016,15/10/2016,JE-15745,Joel Eaton
1439,CA-2016-139731,15/10/2016,15/10/2016,JE-15745,Joel Eaton
1440,CA-2018-122735,12/4/2018,15/04/2018,BD-11320,Bill Donatelli
1441,CA-2018-122735,12/4/2018,15/04/2018,BD-11320,Bill Donatelli
1442,CA-2018-128160,19/12/2018,24/12/2018,MM-17920,Michael Moore
1443,CA-2018-117695,5/8/2018,8/8/2018,PW-19030,Pauline Webber
1444,CA-2016-166135,1/10/2016,6/10/2016,SC-20440,Shaun Chance
1445,CA-2017-133725,23/05/2017,28/05/2017,KL-16645,Ken Lonsdale
1446,CA-2018-102337,13/06/2018,16/06/2018,SD-20485,Shirley Daniels
1447,CA-2018-102337,13/06/2018,16/06/2018,SD-20485,Shirley Daniels
1448,CA-2018-102337,13/06/2018,16/06/2018,SD-20485,Shirley Daniels
1449,US-2015-112564,23/04/2015,24/04/2015,TS-21160,Theresa Swint
1450,CA-2016-145821,1/5/2016,7/5/2016,JB-15400,Jennifer Braxton
1451,US-2016-160150,19/07/2016,20/07/2016,TS-21085,Thais Sissman
1452,CA-2017-133711,26/11/2017,29/11/2017,MC-17425,Mark Cousins
1453,CA-2017-133711,26/11/2017,29/11/2017,MC-17425,Mark Cousins
1454,CA-2017-133711,26/11/2017,29/11/2017,MC-17425,Mark Cousins
1455,CA-2017-133711,26/11/2017,29/11/2017,MC-17425,Mark Cousins
1456,CA-2018-148474,12/6/2018,19/06/2018,ME-17320,Maria Etezadi
1457,CA-2018-148474,12/6/2018,19/06/2018,ME-17320,Maria Etezadi
1458,CA-2016-111297,17/08/2016,21/08/2016,SC-20440,Shaun Chance
1459,CA-2017-123722,25/09/2017,1/10/2017,NH-18610,Nicole Hansen
1460,CA-2015-155271,4/5/2015,4/5/2015,AA-10480,Andrew Allen
1461,CA-2016-119907,1/12/2016,8/12/2016,LC-17140,Logan Currie
1462,US-2017-128902,11/3/2017,15/03/2017,MB-18085,Mick Brown
1463,CA-2017-152289,26/08/2017,28/08/2017,LC-16930,Linda Cazamias
1464,CA-2017-152289,26/08/2017,28/08/2017,LC-16930,Linda Cazamias
1465,US-2017-104794,16/12/2017,19/12/2017,KD-16495,Keith Dawkins
1466,CA-2015-151708,8/8/2015,14/08/2015,MB-17305,Maria Bertelson
1467,CA-2015-151708,8/8/2015,14/08/2015,MB-17305,Maria Bertelson
1468,CA-2016-100769,16/05/2016,16/05/2016,TH-21550,Tracy Hopkins
1469,CA-2018-139199,9/12/2018,13/12/2018,DK-12835,Damala Kotsonis
1470,CA-2018-139199,9/12/2018,13/12/2018,DK-12835,Damala Kotsonis
